c_last_name,c_first_name,c_salutation,c_preferred_cust_flag,ss_ticket_number,cnt
Witt,John,Mr.,N,8973263,16
Witt,Matthew,Mr.,N,9464687,15
Witt,Mitchell,Mr.,N,7778583,15
Witt,Stella,Ms.,Y,15740403,16
Witt,Stella,Ms.,Y,16621993,15
Witte,Kristin,Dr.,N,8871831,15
Witte,Salvatore,Sir,N,1562992,15
Wofford,Jack,Dr.,N,6135956,15
Wofford,Judy,Ms.,N,4971366,15
Wofford,Richard,Mr.,Y,13947907,16
Wofford,Vito,Sir,Y,10560901,15
Wolcott,Kacey,Ms.,N,22911449,15
Wolf,Brenda,Mrs.,Y,12217624,15
Wolf,Craig,Mr.,Y,8202669,16
Wolf,Edgar,Sir,N,17821351,15
Wolf,Francis,Mr.,Y,524746,15
Wolf,Francis,Mr.,Y,13421566,16
Wolf,Fredrick,Dr.,N,23903998,16
Wolf,Garrett,Dr.,N,17781899,16
Wolf,Joshua,Mr.,N,8663884,15
Wolf,Joyce,Dr.,Y,1599344,15
Wolf,Kenneth,Mr.,N,14047865,16
Wolf,Leo,Sir,Y,22062882,16
Wolf,Linda,Ms.,Y,15717964,16
Wolf,Lowell,Mr.,N,23882702,15
Wolf,Max,Sir,N,10323062,15
Wolf,Michael,Mr.,Y,11819588,15
Wolf,Michael,Sir,Y,5978375,15
Wolf,Paul,Sir,Y,15286570,15
Wolf,Roberta,Miss,N,4758205,15
Wolf,Roger,Sir,N,18416596,15
Wolf,Teresa,Ms.,N,15378236,15
Wolf,Valerie,Ms.,Y,10395778,15
Wolf,Vicky,Dr.,Y,9680849,15
Wolf,William,Sir,Y,17218569,15
Wolfe,null,null,null,13066179,15
Wolfe,Allen,Miss,N,18917565,15
Wolfe,Carl,Mr.,Y,13192260,16
Wolfe,Cheryl,Miss,Y,10920023,15
Wolfe,Christopher,Dr.,Y,4846232,15
Wolfe,Doris,Mrs.,N,5747971,16
Wolfe,Edie,Mrs.,null,8346505,15
Wolfe,Elizabeth,Dr.,Y,21738213,15
Wolfe,Eric,Dr.,Y,21501774,15
Wolfe,Jillian,Dr.,Y,20020211,16
Wolfe,John,Sir,Y,7031722,15
Wolfe,Laurence,Mr.,Y,18199066,15
Wolfe,Lloyd,Sir,Y,5417867,15
Wolfe,Margaret,Miss,N,8624063,15
Wolfe,Pilar,Mrs.,N,16988831,15
Wolfe,Sandra,Dr.,Y,19238099,15
Wolfe,Steven,Sir,N,983448,15
Wolfe,Winston,Mr.,Y,17114159,16
Wolff,Joseph,Sir,N,1385121,15
Wolff,Kay,Dr.,Y,16437053,15
Wolff,Robert,Mr.,Y,8270574,15
Wolford,null,null,Y,21598812,15
Wolford,Florence,Mrs.,Y,6746266,15
Wolford,Shon,Sir,N,23974960,15
Wolford,Tammy,Miss,N,23037410,15
Womack,Amber,Miss,N,370418,15
Womack,Andrew,Dr.,N,12458955,15
Womack,Grace,Miss,N,20235261,15
Womack,John,Dr.,Y,18303734,15
Womack,John,Dr.,N,5850415,15
Womack,Joshua,Dr.,Y,15942428,16
Womack,Peter,Dr.,N,8831035,16
Womack,Robert,Dr.,N,22660991,16
Womack,Ryan,Sir,N,4393845,15
Womack,Samuel,Dr.,N,16974808,15
Womack,William,Sir,Y,7261889,15
Wong,null,null,Y,15279002,16
Wong,Bryan,Mr.,N,4795037,15
Wong,Carl,Mr.,Y,10021151,15
Wong,Daniel,Mr.,N,13413367,15
Wong,David,Dr.,N,8229199,16
Wong,Debbra,Miss,Y,12752,16
Wong,Fannie,Ms.,Y,8668541,15
Wong,Gary,Mr.,N,13661503,15
Wong,Gary,Sir,Y,2536205,15
Wong,Gloria,Miss,Y,9396298,15
Wong,Jerry,Sir,N,15668421,16
Wong,Jesus,Dr.,Y,11994103,15
Wong,Lloyd,Dr.,N,6259193,15
Wong,Mildred,Ms.,N,13958411,15
Wong,Nancy,Miss,N,5153154,15
Wong,Paul,Dr.,N,9497318,15
Wong,Rey,Mr.,N,23471468,15
Wong,Robert,Dr.,Y,2627887,15
Wong,Sean,Dr.,Y,399459,16
Woo,Dorothy,Ms.,N,11183675,15
Wood,Allen,Miss,N,6801421,15
Wood,Alma,Mrs.,N,14407879,16
Wood,Barbara,Mrs.,Y,18129752,15
Wood,Calvin,Dr.,Y,22776772,15
Wood,Cecil,Dr.,Y,5991280,15
Wood,Clarence,Mr.,N,13414313,16
Wood,Craig,Mr.,Y,20681044,15
Wood,Daniel,Dr.,N,13906842,15
Wood,Daniel,Mr.,N,16723361,15
Wood,Darryl,Sir,N,16253505,15
Wood,David,Dr.,N,23504266,15
Wood,Debbie,Mrs.,Y,12091975,15
Wood,Diane,Dr.,Y,18595386,15
Wood,Elaine,Dr.,N,19145299,15
Wood,Erik,Sir,N,3081189,15
Wood,Ernest,Sir,N,19230479,15
Wood,Eula,Dr.,N,11809662,15
Wood,Francis,Mr.,Y,1856571,16
Wood,Fred,Sir,N,14711452,16
Wood,George,Sir,N,23670629,15
Wood,Gilbert,Mr.,Y,10990554,15
Wood,Gregory,Mr.,Y,3028737,15
Wood,Harry,Sir,N,5028823,15
Wood,James,Dr.,Y,4730482,15
Wood,James,Dr.,Y,5062229,16
Wood,James,Dr.,Y,10752571,15
Wood,James,Dr.,N,10366544,15
Wood,Jeanne,Mrs.,N,11849320,15
Wood,Jerry,Sir,Y,5322272,16
Wood,Jimmy,Mr.,N,8206758,16
Wood,Joseph,Sir,N,4496181,15
Wood,Juan,Dr.,N,4220351,15
Wood,Judith,Mrs.,N,7082303,15
Wood,Julia,Ms.,Y,22890678,16
Wood,Kathleen,Miss,Y,7537228,15
Wood,Larry,Dr.,N,710924,15
Wood,Larry,Dr.,N,20742083,15
Wood,Leonard,Sir,Y,10987946,16
Wood,Margaret,Miss,N,11170568,15
Wood,Mark,Mr.,Y,17529381,15
Wood,Michael,Mr.,Y,2630153,16
Wood,Monica,Miss,Y,11814810,15
Wood,Norma,Ms.,Y,8985111,16
Wood,Patrick,Mr.,Y,6389855,15
Wood,Paul,Dr.,N,22635475,15
Wood,Paul,Sir,Y,13255720,15
Wood,Richard,Mr.,N,17821027,16
Wood,Rosa,Miss,Y,2965537,15
Wood,Samantha,Ms.,Y,22415259,16
Wood,Sandra,Ms.,N,703150,15
Wood,Seth,Sir,Y,2692185,15
Wood,Shawnna,Ms.,N,16309820,15
Wood,Sheena,Miss,N,16104912,15
Wood,Sheila,Miss,Y,20220017,15
Wood,Socorro,Dr.,Y,4034948,15
Wood,Tania,Ms.,N,10975759,15
Wood,Thomas,Mr.,null,1384956,15
Wood,William,Mr.,Y,16214657,16
Wood,William,Sir,N,12777988,15
Woodall,Barbara,Mrs.,N,4654092,15
Woodall,Helen,Ms.,N,6697862,15
Woodall,Paul,Mr.,N,20249268,15
Woodall,William,Sir,Y,512825,15
Woodard,Anna,Dr.,Y,4062118,16
Woodard,Anya,Dr.,N,20949871,15
Woodard,Carolyn,Ms.,Y,14441824,15
Woodard,David,Dr.,Y,12178122,16
Woodard,Gary,Dr.,N,19512339,16
Woodard,Heidi,Mrs.,Y,16027702,15
Woodard,Jacob,Sir,Y,18608823,16
Woodard,Jane,Dr.,N,5224631,15
Woodard,Jay,Sir,N,5415666,15
Woodard,Jonathan,Sir,N,22202343,15
Woodard,Kia,Miss,N,15099616,15
Woodard,Marilyn,Ms.,N,22487300,15
Woodard,Robert,Sir,N,14520936,16
Woodard,Tammy,Mrs.,N,9109979,15
Woodbury,Gregory,Mr.,N,2133543,16
Woodbury,Howard,Mr.,Y,2036934,15
Woodbury,Howard,Mr.,Y,16682045,16
Woodbury,Luis,Mr.,Y,12373433,15
Woodbury,Yvonne,Mrs.,Y,12086834,15
Woodcock,Jacqueline,Mrs.,Y,21530952,16
Woodcock,Jeffrey,Mr.,N,23049614,16
Woodcock,Marvin,Dr.,N,10670470,15
Wooden,Alejandra,Mrs.,N,12492003,15
Wooden,Brett,Dr.,Y,20186873,16
Wooden,Donald,Sir,Y,7777151,16
Woodley,null,null,N,4824879,15
Woodley,Donna,Ms.,N,9894327,15
Woodruff,Alice,Mrs.,Y,21952050,15
Woodruff,Carolyn,Miss,Y,6208348,15
Woodruff,Donald,Sir,N,6438212,16
Woodruff,Juana,Dr.,N,22750513,16
Woodruff,Larry,Dr.,Y,2093997,15
Woodruff,Lonnie,Sir,Y,22349343,15
Woodruff,Loretta,Miss,Y,20507401,16
Woodruff,Robert,Dr.,Y,5186502,16
Woods,null,null,N,6958398,16
Woods,Ann,Mrs.,N,21752872,15
Woods,Chanda,Ms.,Y,7827935,15
Woods,David,Mr.,N,16248727,15
Woods,Dayna,Miss,Y,20217559,15
Woods,Delfina,Mrs.,N,13050599,15
Woods,Delora,Dr.,N,5150513,16
Woods,Donald,Sir,N,14980386,16
Woods,Donna,Ms.,N,13058861,15
Woods,Edith,Miss,Y,4732742,16
Woods,Elizabeth,Mrs.,N,4812789,15
Woods,Felisha,Dr.,Y,8476476,15
Woods,Francine,Miss,N,4766656,15
Woods,Geraldine,Miss,N,6769188,16
Woods,Howard,Mr.,N,20882657,15
Woods,James,Sir,N,1229778,16
Woods,Jeffrey,Dr.,N,18363903,15
Woods,Jennifer,Miss,N,17010534,16
Woods,John,Dr.,Y,22920135,15
Woods,John,Mr.,Y,3899143,16
Woods,John,Sir,N,12154030,15
Woods,Kathleen,Mrs.,N,23409114,15
Woods,Kristin,Mrs.,Y,8441667,15
Woods,Lilia,Mrs.,Y,12817424,16
Woods,Lisa,Ms.,N,4909124,16
Woods,Lucille,Mrs.,N,9297146,15
Woods,Luis,Mr.,Y,1846936,16
Woods,Manuel,Sir,N,6701618,15
Woods,Marissa,Dr.,N,12135545,15
Woods,Michael,Sir,Y,1162501,16
Woods,Monica,Ms.,Y,2098131,15
Woods,Pamela,Ms.,N,22445055,16
Woods,Paul,Dr.,Y,7018948,16
Woods,Pearl,Mrs.,Y,2106307,15
Woods,Rona,Ms.,N,8639564,16
Woods,Rosetta,Miss,Y,98183,16
Woods,Sandra,Miss,Y,18039907,15
Woods,Sara,Dr.,Y,10872947,15
Woods,Steven,Mr.,null,3386267,15
Woods,Terrance,Sir,N,23661374,15
Woods,Vicki,Miss,Y,11958350,16
Woods,William,Sir,Y,16899191,15
Woods,Wilton,Dr.,Y,4422451,15
Woodson,Chris,Mr.,Y,22767158,15
Woodson,Clarissa,Dr.,Y,6783324,15
Woodson,John,Sir,Y,15191600,15
Woodson,Madeline,Dr.,Y,2579879,15
Woodson,Ray,Dr.,N,11866836,16
Woodson,Richard,Mr.,Y,6015982,15
Woodson,Sharon,Ms.,N,20295133,15
Woodson,Susan,Dr.,N,4373040,15
Woodward,null,null,N,18366493,16
Woodward,null,null,null,17409608,15
Woodward,Annette,Mrs.,N,12854419,16
Woodward,Anton,Sir,Y,10614588,15
Woodward,Charlene,Dr.,Y,18459607,15
Woodward,Christopher,Dr.,N,23767817,15
Woodward,Jerry,Dr.,N,6227609,16
Woodward,Laura,Miss,N,10922025,15
Woodward,Leonard,Mr.,Y,746887,15
Woodward,Rebecca,Miss,N,228511,16
Woodward,Valerie,Ms.,N,12039820,15
Woodward,Virginia,Dr.,N,1630045,16
Woodward,William,Dr.,N,3878349,15
Woodworth,Joyce,Miss,N,354347,15
Woody,Jane,Dr.,Y,2599954,15
Woody,Linda,Miss,N,18061987,16
Woody,Ray,Dr.,N,22428865,15
Woody,Sarah,Mrs.,null,4381598,15
Woody,Steven,Dr.,Y,7319191,15
Wooley,Adele,Miss,null,7562879,15
Wooley,Delores,Miss,Y,1147251,15
Wooley,Vernon,Sir,N,2128048,15
Wooten,Adam,Miss,Y,16988938,15
Wooten,Antonio,Mrs.,Y,7063687,16
Wooten,Betty,Miss,N,20698201,16
Wooten,Charles,Mr.,N,16035655,15
Wooten,Dorothy,Miss,Y,16836569,15
Wooten,Ella,Ms.,Y,20890363,15
Wooten,Gladys,Dr.,Y,3485532,15
Wooten,Hunter,Sir,Y,1847504,15
Wooten,Paul,Sir,N,4757435,15
Wooten,Wes,Sir,Y,18908121,16
Word,Audrey,Dr.,N,13128655,15
Worden,Brad,Dr.,Y,17315124,16
Workman,null,Sir,Y,16604040,16
Workman,Alonzo,Mr.,Y,4845693,15
Workman,Austin,Sir,N,9962011,16
Workman,Craig,Mr.,N,23973557,15
Workman,Jennifer,Ms.,Y,7692718,15
Workman,Jeremy,Mr.,N,16967792,16
Workman,Juan,Mr.,N,22340975,15
Workman,Linda,Ms.,Y,6229909,15
Workman,Matt,Dr.,Y,19258038,16
Workman,Melissa,Ms.,Y,4333636,15
Workman,Ricardo,Mr.,N,2068992,15
Worley,Cassandra,Miss,N,13169780,15
Worley,David,Sir,Y,6789143,15
Worley,Evelyn,Miss,N,1812561,16
Worley,Howard,Mr.,N,20361927,16
Worley,Isabel,Mrs.,Y,22424514,15
Worley,Marcia,Ms.,Y,13034110,15
Worley,Michelle,Ms.,N,104739,16
Worley,Thomas,Mr.,Y,19050583,15
Worley,Tyree,Mr.,N,8736686,16
Worrell,Gerald,Sir,Y,9659236,15
Worrell,Rachel,Dr.,Y,19342092,15
Worsham,Elizabeth,Mrs.,N,23333242,15
Worsham,Margarito,Mr.,N,7989305,15
Worsham,Rose,Ms.,N,5335105,15
Worsham,Vivian,Miss,Y,21506877,15
Worth,Coleen,Mrs.,N,23184808,16
Worth,Frank,Mr.,N,7576440,15
Worth,Ray,Mr.,Y,20549945,15
Wortham,null,null,null,7841342,15
Wortham,Evelyn,Mrs.,Y,2146891,16
Wortham,Patrick,Mr.,N,14945260,16
Wortham,Ruben,Mr.,Y,18693269,16
Wortham,Scot,Mr.,Y,3751421,15
Worthington,Barbara,Ms.,N,21792987,15
Worthington,Charles,Sir,Y,5325514,15
Worthington,Harold,Dr.,Y,18891264,16
Worthington,Jesus,Mr.,N,5378379,15
Worthy,Angela,Miss,N,11050937,15
Worthy,Carey,Dr.,N,17717642,15
Worthy,Gary,Dr.,N,8191462,15
Wray,Carolyn,Mrs.,Y,22907864,16
Wray,Elizabeth,Dr.,N,15113905,15
Wray,Jeramy,Mr.,Y,5050012,15
Wray,Jodie,Ms.,Y,18532249,15
Wray,Jonathan,Dr.,N,13936993,15
Wray,Larry,Dr.,Y,1569092,15
Wray,Sally,Dr.,Y,22714444,16
Wren,Evelyn,Miss,Y,16315487,15
Wren,Marisa,Dr.,Y,23099395,15
Wright,null,null,Y,19234071,15
Wright,null,null,N,13246173,15
Wright,null,null,null,19166173,16
Wright,null,Dr.,Y,20991720,15
Wright,null,Dr.,null,23521258,16
Wright,null,Mr.,null,8257083,15
Wright,Aimee,Ms.,N,12952715,16
Wright,Allen,Miss,N,17258337,15
Wright,Amy,Ms.,N,18670991,15
Wright,Anthony,Dr.,Y,3833734,15
Wright,Arthur,Miss,Y,5764514,15
Wright,Arthur,Miss,N,14955578,16
Wright,Aubrey,Dr.,Y,23378803,15
Wright,Avery,Mr.,Y,8141294,16
Wright,Bonnie,Dr.,N,14345734,15
Wright,Brandon,Mr.,Y,15851827,15
Wright,Carmine,Sir,N,18841611,15
Wright,Catherine,Miss,Y,365325,15
Wright,Catherine,Miss,N,5600585,15
Wright,Charles,Dr.,Y,4707609,15
Wright,Charles,Sir,Y,22970570,15
Wright,Christina,Dr.,N,14894767,15
Wright,Darrell,Sir,N,22616166,15
Wright,David,Dr.,N,12382149,15
Wright,Deborah,null,null,10977129,16
Wright,Deborah,Dr.,N,8955543,15
Wright,Denise,Ms.,N,13155931,16
Wright,Dennis,Mr.,N,7344611,15
Wright,Donald,Sir,Y,1360274,15
Wright,Donn,Sir,N,16894383,15
Wright,Donna,Dr.,Y,1237464,16
Wright,Donna,Miss,N,17524877,15
Wright,Edward,Mr.,N,6587629,16
Wright,Elene,Mrs.,N,15433052,16
Wright,Ellen,Mrs.,N,11410590,15
Wright,Ellen,Ms.,Y,17245931,15
Wright,Ethel,Mrs.,N,3011267,15
Wright,Evangeline,Dr.,Y,13751038,15
Wright,George,Dr.,Y,4409725,15
Wright,Gerald,Dr.,Y,15734477,16
Wright,Ginger,Mrs.,Y,464520,15
Wright,Ginger,Mrs.,Y,4245081,15
Wright,Gloria,Mrs.,N,12742146,16
Wright,Henry,Mr.,Y,18385959,15
Wright,Hubert,Dr.,N,2920619,15
Wright,Ilene,Dr.,Y,2604947,15
Wright,James,Mr.,N,965562,15
Wright,James,Mr.,N,17775999,15
Wright,Janis,Dr.,N,12303326,16
Wright,Jason,Sir,N,1264633,15
Wright,Jeff,Dr.,Y,17550680,15
Wright,Jenna,Miss,N,3357370,16
Wright,Jennifer,Miss,N,15882948,16
Wright,John,Dr.,N,11317257,15
Wright,Joshua,Dr.,Y,14169755,16
Wright,Judith,Dr.,Y,11656814,15
Wright,Karen,Mrs.,Y,16357148,15
Wright,Kathleen,Mrs.,Y,14469018,15
Wright,Kristen,Mrs.,Y,6606967,15
Wright,Kristi,Ms.,N,3476988,15
Wright,Kristina,Dr.,Y,4264468,15
Wright,Krystal,Mrs.,N,5454494,15
Wright,Laci,Mrs.,N,13781394,15
Wright,Latesha,Ms.,N,2714893,15
Wright,Lawanda,Mrs.,Y,13018406,15
Wright,Leonard,Sir,N,462327,15
Wright,Leonard,Sir,N,15578746,16
Wright,Lewis,Sir,N,23590763,15
Wright,Linda,Miss,N,8190314,15
Wright,Linda,Mrs.,N,1131996,15
Wright,Lisa,Ms.,Y,11512832,16
Wright,Louis,Dr.,N,23368290,15
Wright,Louis,Sir,N,4712944,15
Wright,Lucille,Mrs.,Y,5240709,16
Wright,Manuel,Mr.,Y,4532808,16
Wright,Margaret,Mrs.,N,3448030,15
Wright,Margaret,Mrs.,N,23241322,15
Wright,Mark,Dr.,N,12138171,15
Wright,Mark,Mr.,Y,1891649,15
Wright,Marsha,Ms.,N,588610,16
Wright,Matthew,Mr.,N,3824436,15
Wright,Michael,Dr.,Y,4925427,15
Wright,Michael,Dr.,N,4120552,16
Wright,Monica,Mrs.,Y,8822799,16
Wright,Neil,Sir,N,5153411,15
Wright,Nora,Ms.,N,1249110,15
Wright,Norma,Ms.,Y,4663222,15
Wright,Norman,Mr.,Y,22744970,15
Wright,Olga,Ms.,N,7286691,15
Wright,Otis,Sir,N,4711604,15
Wright,Queen,Dr.,N,19297822,15
Wright,Rachel,Dr.,N,3264668,16
Wright,Randi,Mrs.,N,13712321,15
Wright,Randy,Dr.,N,1833308,16
Wright,Randy,Dr.,N,16879779,15
Wright,Randy,Sir,N,23290781,15
Wright,Reynalda,Miss,N,14008386,15
Wright,Rhonda,Dr.,Y,7092094,15
Wright,Ronald,Mr.,N,17168212,15
Wright,Ronald,Sir,Y,15449111,15
Wright,Ronnie,Sir,Y,5758866,15
Wright,Rose,Dr.,N,9190776,15
Wright,Russell,Mr.,Y,5098442,15
Wright,Russell,Sir,N,17433030,15
Wright,Sandra,Dr.,Y,17097264,16
Wright,Sergio,Dr.,N,16548896,16
Wright,Shelby,Mr.,N,16249785,15
Wright,Steven,Mr.,N,9966552,16
Wright,Sun,Mrs.,N,1755834,15
Wright,Susan,Miss,N,12944450,15
Wright,Tamra,Miss,Y,19715364,16
Wright,Terence,Dr.,Y,11384049,15
Wright,Timothy,Mr.,N,18522485,16
Wright,Tracie,Ms.,Y,17852297,15
Wright,Wayne,Sir,N,12538074,15
Wright,William,Mr.,Y,14944641,16
Wright,William,Sir,Y,9460191,15
Wright,Zachary,Sir,N,23446319,16
Wu,Barbra,Dr.,N,23928795,15
Wu,Carolyn,Ms.,N,3053307,16
Wu,Emily,Mrs.,Y,4561964,16
Wu,Lizzie,Dr.,N,16033057,15
Wu,Matthew,Mr.,N,1321048,15
Wu,Sarah,Mrs.,N,5070737,15
Wu,Vicki,Mrs.,Y,3274662,16
Wyant,Gladys,Ms.,Y,20442098,15
Wyant,Leah,Dr.,Y,11052089,16
Wyatt,Ann,Dr.,N,18502700,15
Wyatt,Barry,Dr.,Y,17638405,15
Wyatt,Dorothy,Mrs.,Y,8542014,16
Wyatt,John,Sir,N,8772777,15
Wyatt,Leann,Ms.,Y,20008161,15
Wyatt,Nellie,Ms.,N,7260921,15
Wyatt,Nicole,Ms.,Y,10745314,15
Wyatt,Scott,Sir,N,22830969,15
Wyatt,Sharon,Mrs.,Y,11520606,15
Wyatt,Thomas,Mr.,N,11810174,16
Wyatt,Timothy,Sir,Y,15802705,15
Wylie,Viola,Dr.,N,9272340,15
Wynn,Bonnie,Mrs.,N,12083653,16
Wynn,Janet,Miss,N,22901618,15
Wynn,Nancy,Mrs.,N,16624378,15
Wynne,John,Sir,Y,7564624,15
Xiong,Barbara,Dr.,Y,14945362,15
Xiong,Darlene,Dr.,N,3679793,15
Xiong,Guy,Dr.,Y,19237819,15
Xiong,Michael,Sir,N,6926725,15
Xiong,Robert,Dr.,N,4558408,15
Yamamoto,Eileen,Mrs.,N,10857928,15
Yancey,Melissa,Miss,Y,8941994,16
Yancey,Rex,Mr.,Y,2074424,15
Yancey,Rufus,Dr.,Y,3163991,15
Yanez,Anthony,Mrs.,Y,11745621,15
Yanez,George,Sir,Y,23647690,15
Yanez,Hazel,Ms.,N,21529165,15
Yanez,Robert,Sir,Y,6744677,15
Yang,null,null,null,12282062,16
Yang,Agatha,Ms.,Y,15397899,15
Yang,Alberta,Miss,N,6613662,15
Yang,Cameron,null,N,22440193,15
Yang,Dane,Dr.,N,7089653,15
Yang,Frank,Mr.,Y,13263706,15
Yang,Freddie,Mr.,N,11782183,15
Yang,Lillie,Mrs.,Y,12747042,15
Yang,Linda,Miss,Y,3459796,16
Yang,Michael,Sir,N,14612869,16
Yang,Simone,Ms.,Y,16481248,15
Yang,Simone,Ms.,Y,21949350,16
Yarbrough,Israel,Dr.,N,16454043,15
Yarbrough,James,Dr.,Y,22584776,15
Yarbrough,Lynn,Mr.,Y,14435882,15
Yarbrough,Martin,Dr.,Y,4993017,16
Yarbrough,Victor,Dr.,Y,23401615,15
Yates,Alvin,Mr.,N,5579249,16
Yates,Anthony,Mrs.,N,11175724,16
Yates,Betty,Dr.,Y,9484684,16
Yates,Darryl,Sir,Y,19643501,16
Yates,Diedre,Dr.,N,1031758,16
Yates,Dorothy,Mrs.,N,23604157,15
Yates,Emily,null,N,14228825,15
Yates,Esther,Dr.,N,20880114,15
Yates,Jacklyn,Dr.,N,14070185,16
Yates,Janet,Miss,Y,8126889,15
Yates,Judy,Dr.,Y,15020692,16
Yates,Kenneth,Sir,N,22895124,15
Yates,Maureen,Dr.,Y,19975332,16
Yates,Melvin,Sir,N,10301977,15
Yates,Paul,Sir,N,3779776,16
Yates,Ralph,Mr.,N,21831844,15
Yates,Ronald,Dr.,N,14964476,15
Yates,Sarah,Miss,Y,232385,16
Yates,Theodore,Dr.,Y,19405949,15
Yates,William,Sir,Y,22040341,15
Yazzie,Donald,Mr.,Y,14409759,15
Yazzie,Jane,Mrs.,N,7573705,15
Yazzie,Julius,Mr.,Y,17161506,15
Ybarra,Guillermo,Dr.,Y,20191284,15
Ybarra,Oscar,Dr.,Y,21384807,15
Yeager,Brendan,Sir,Y,1554169,15
Yeager,Christian,Dr.,Y,3863931,15
Yeager,Gracie,Miss,N,9218160,16
Yeager,Ken,Mr.,Y,15502502,16
Yeager,Kenneth,Dr.,N,15854019,15
Yeager,Lillian,Dr.,Y,7225025,15
Yeager,Ronald,Mr.,N,14554764,16
Yee,Joan,Mr.,N,22607793,16
Yee,Kathleen,Dr.,N,8006401,15
Yocum,John,Mr.,N,23074913,16
Yocum,Priscilla,Mrs.,N,15225174,15
Yocum,Steve,Mr.,Y,13874475,15
Yoder,Candelaria,Mrs.,Y,6220119,15
Yoder,Cinthia,Ms.,N,20073875,15
Yoder,Dale,Mr.,Y,17335085,15
Yoder,Donna,Ms.,Y,21929379,15
Yoder,Jack,Sir,N,3542367,15
Yoder,Joyce,Mrs.,N,15110373,16
Yoder,Robert,Mr.,Y,9917586,15
Yoder,Sam,Mr.,Y,15032556,15
Yoo,Doug,Sir,N,3635363,15
Yoo,Joseph,Sir,N,19676616,16
Yoo,William,Sir,Y,9608572,15
Yoon,Debra,Mrs.,N,23854821,15
York,Elizabeth,Miss,N,23463713,16
York,Glenda,Dr.,Y,17890218,15
York,Heather,Dr.,N,12867120,15
York,Karen,Dr.,N,8787049,15
York,Lee,Dr.,N,9625751,15
York,Louise,Ms.,N,12825131,15
York,Michele,Miss,Y,5149718,16
York,Patti,Mrs.,N,23149769,15
York,Regina,Miss,N,11957451,15
York,Richard,Sir,N,18413754,16
York,Sharon,Ms.,Y,3841976,15
York,Sonia,Ms.,N,9349349,15
York,Timothy,Mr.,Y,932061,16
York,Vicki,Ms.,Y,15115787,16
Yost,Peter,Sir,Y,3106730,15
Yost,Raymond,Dr.,N,8930122,16
Young,null,Dr.,null,10540575,15
Young,Alison,Ms.,N,19616410,15
Young,Alvaro,Sir,Y,22233927,15
Young,Amanda,Miss,Y,4850798,15
Young,Andrew,Ms.,Y,2954909,16
Young,Angela,null,Y,2577497,15
Young,Angela,Mrs.,N,2253026,15
Young,Barbara,Miss,Y,6797851,15
Young,Barbara,Ms.,N,15406429,16
Young,Bernice,Miss,Y,23465057,16
Young,Camilla,Dr.,N,12117474,15
Young,Catherine,Ms.,Y,325136,15
Young,Charles,Sir,N,3923491,15
Young,Christopher,Dr.,Y,9975424,15
Young,Christopher,Dr.,N,9288445,15
Young,Christopher,Sir,Y,6978554,15
Young,Christopher,Sir,Y,16022517,15
Young,Constance,Dr.,Y,12143457,15
Young,Courtney,Mr.,Y,22249688,16
Young,Cynthia,Miss,N,22136406,15
Young,Dara,Ms.,Y,4233267,15
Young,Darin,Dr.,N,4440308,16
Young,Darryl,Dr.,Y,23379003,15
Young,David,Sir,Y,17466760,16
Young,Doretha,Miss,N,15584643,16
Young,Edgardo,Mr.,N,6840923,16
Young,Enid,Mrs.,N,23437569,15
Young,Ernestina,Mrs.,Y,5107539,15
Young,Eugene,Mr.,Y,10667934,16
Young,Florence,Mrs.,N,7407193,15
Young,Francine,Mrs.,N,962083,16
Young,Frederick,Dr.,Y,6684569,15
Young,Garret,Dr.,N,5593725,16
Young,Gary,Sir,N,4103329,16
Young,Gene,Mr.,Y,17116164,15
Young,Geneva,Mrs.,Y,16486561,15
Young,George,Dr.,N,171013,15
Young,Gertrude,Mrs.,Y,53468,16
Young,Gregory,Dr.,N,11977162,16
Young,Gustavo,Sir,Y,11144665,15
Young,Gwendolyn,Miss,Y,17717231,15
Young,Gwendolyn,Mrs.,N,12721269,16
Young,Hazel,Miss,N,21938462,15
Young,Heather,Mrs.,Y,7127844,15
Young,Ines,Dr.,N,13915211,15
Young,Irma,Dr.,N,12388390,15
Young,James,Dr.,Y,11878631,15
Young,James,Mr.,Y,18230951,15
Young,James,Sir,Y,19296022,16
Young,Javier,Dr.,Y,15895889,15
Young,Jay,Dr.,N,11281595,15
Young,Jeannine,Ms.,N,16563739,15
Young,Jeffrey,Sir,N,5851376,16
Young,Jeffry,Sir,Y,19058354,15
Young,Jill,Dr.,Y,14758239,15
Young,Joann,Miss,Y,22927025,15
Young,Joe,Mr.,Y,1832594,15
Young,John,Dr.,Y,15886051,15
Young,John,Mr.,N,21891702,15
Young,John,Sir,N,7174644,15
Young,John,Sir,N,7331500,15
Young,Jonathan,Sir,Y,13783824,15
Young,Jose,Sir,Y,15288240,15
Young,Joseph,Mr.,Y,6405745,15
Young,Joseph,Mr.,Y,14833059,15
Young,Karen,Dr.,N,20716722,15
Young,Kari,Dr.,N,7896050,16
Young,Katherine,Ms.,Y,23839462,15
Young,Kathryn,Ms.,Y,12379918,16
Young,Kayla,Mrs.,Y,7138753,15
Young,Kimberly,Mrs.,N,15620641,16
Young,Larry,Sir,N,18851812,15
Young,Leticia,Miss,Y,17634906,15
Young,Lisabeth,Ms.,N,11397970,15
Young,Lois,Mrs.,Y,17202778,15
